职位名称,公司名称,薪资水平,职位要求,发布时间,工作待遇,员工数目,公司领域,公司性质
NLP算法工程师,上海梅斯医药科技有限公司―生物谷＆MedSci,2.5-3.5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 周末双休 带薪年假 节日福利 绩效奖金,500-1000人,制药/生物工程,合资
NLP算法工程师,上海梅斯医药科技有限公司―生物谷＆MedSci,2.5-3.5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 周末双休 带薪年假 节日福利 绩效奖金,500-1000人,制药/生物工程,合资
NLP算法工程师,上海梅斯医药科技有限公司―生物谷＆MedSci,2.5-3.5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 周末双休 带薪年假 节日福利 绩效奖金,500-1000人,制药/生物工程,合资
NLP算法工程师,上海梅斯医药科技有限公司―生物谷＆MedSci,2.5-3.5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 周末双休 带薪年假 节日福利 绩效奖金,500-1000人,制药/生物工程,合资
NLP算法工程师,上海梅斯医药科技有限公司―生物谷＆MedSci,2.5-3.5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 周末双休 带薪年假 节日福利 绩效奖金,500-1000人,制药/生物工程,合资
NLP算法工程师,上海梅斯医药科技有限公司―生物谷＆MedSci,2.5-3.5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 周末双休 带薪年假 节日福利 绩效奖金,500-1000人,制药/生物工程,合资
NLP算法工程师,深圳市德科信息技术有限公司,1-1.5万/月,"['成都', '2年经验', '本科', '招1人']",01-06,,1000-5000人,计算机软件,民营公司
NLP算法工程师,深圳市德科信息技术有限公司,1-1.5万/月,"['成都', '2年经验', '本科', '招1人']",01-06,,1000-5000人,计算机软件,民营公司
NLP算法工程师,深圳市德科信息技术有限公司,1-1.5万/月,"['成都', '2年经验', '本科', '招1人']",01-06,,1000-5000人,计算机软件,民营公司
NLP算法工程师,深圳市德科信息技术有限公司,1-1.5万/月,"['成都', '2年经验', '本科', '招1人']",01-06,,1000-5000人,计算机软件,民营公司
NLP算法工程师,深圳市德科信息技术有限公司,1-1.5万/月,"['成都', '2年经验', '本科', '招1人']",01-06,,1000-5000人,计算机软件,民营公司
NLP算法工程师,深圳市德科信息技术有限公司,1-1.5万/月,"['成都', '2年经验', '本科', '招1人']",01-06,,1000-5000人,计算机软件,民营公司
NLP算法工程师,深圳市德科信息技术有限公司,1-1.5万/月,"['成都', '2年经验', '本科', '招1人']",01-06,,1000-5000人,计算机软件,民营公司
NLP算法工程师,深圳市德科信息技术有限公司,1-1.5万/月,"['成都', '2年经验', '本科', '招1人']",01-06,,1000-5000人,计算机软件,民营公司
NLP算法工程师,利宝保险有限公司,2-2.5万/月,"['重庆', '3-4年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 绩效奖金 年终奖金 定期体检,1000-5000人,保险,外资（欧美）
NLP算法工程师,利宝保险有限公司,2-2.5万/月,"['重庆', '3-4年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 绩效奖金 年终奖金 定期体检,1000-5000人,保险,外资（欧美）
NLP算法工程师,利宝保险有限公司,2-2.5万/月,"['重庆', '3-4年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 绩效奖金 年终奖金 定期体检,1000-5000人,保险,外资（欧美）
NLP算法工程师,利宝保险有限公司,2-2.5万/月,"['重庆', '3-4年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 绩效奖金 年终奖金 定期体检,1000-5000人,保险,外资（欧美）
NLP算法工程师,利宝保险有限公司,2-2.5万/月,"['重庆', '3-4年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 绩效奖金 年终奖金 定期体检,1000-5000人,保险,外资（欧美）
NLP算法工程师,利宝保险有限公司,2-2.5万/月,"['重庆', '3-4年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 绩效奖金 年终奖金 定期体检,1000-5000人,保险,外资（欧美）
NLP算法工程师,利宝保险有限公司,2-2.5万/月,"['重庆', '3-4年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 绩效奖金 年终奖金 定期体检,1000-5000人,保险,外资（欧美）
NLP算法工程师,利宝保险有限公司,2-2.5万/月,"['重庆', '3-4年经验', '本科', '招若干人']",01-06,五险一金 补充医疗保险 绩效奖金 年终奖金 定期体检,1000-5000人,保险,外资（欧美）
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,4-5万/月,"['上海-松江区', '3-4年经验', '硕士', '招1人']",01-06,五险一金 员工旅游 专业培训 绩效奖金 弹性工作 周末双休 带薪年假 节日福利,500-1000人,电子技术/半导体/集成电路,民营公司
NLP算法工程师,上海长为数据技术有限公司,1.2-2.4万/月,"['上海-浦东新区', '2年经验', '本科', '招1人']",01-06,五险一金 定期体检 节日福利 生日福利 包吃 带薪年假,少于50人,医疗设备/器械,民营公司
NLP算法工程师,上海长为数据技术有限公司,1.2-2.4万/月,"['上海-浦东新区', '2年经验', '本科', '招1人']",01-06,五险一金 定期体检 节日福利 生日福利 包吃 带薪年假,少于50人,医疗设备/器械,民营公司
NLP算法工程师,上海长为数据技术有限公司,1.2-2.4万/月,"['上海-浦东新区', '2年经验', '本科', '招1人']",01-06,五险一金 定期体检 节日福利 生日福利 包吃 带薪年假,少于50人,医疗设备/器械,民营公司
NLP算法工程师,上海长为数据技术有限公司,1.2-2.4万/月,"['上海-浦东新区', '2年经验', '本科', '招1人']",01-06,五险一金 定期体检 节日福利 生日福利 包吃 带薪年假,少于50人,医疗设备/器械,民营公司
NLP算法工程师,上海长为数据技术有限公司,1.2-2.4万/月,"['上海-浦东新区', '2年经验', '本科', '招1人']",01-06,五险一金 定期体检 节日福利 生日福利 包吃 带薪年假,少于50人,医疗设备/器械,民营公司
NLP算法工程师,上海长为数据技术有限公司,1.2-2.4万/月,"['上海-浦东新区', '2年经验', '本科', '招1人']",01-06,五险一金 定期体检 节日福利 生日福利 包吃 带薪年假,少于50人,医疗设备/器械,民营公司
NLP算法工程师,上海长为数据技术有限公司,1.2-2.4万/月,"['上海-浦东新区', '2年经验', '本科', '招1人']",01-06,五险一金 定期体检 节日福利 生日福利 包吃 带薪年假,少于50人,医疗设备/器械,民营公司
NLP算法工程师,上海长为数据技术有限公司,1.2-2.4万/月,"['上海-浦东新区', '2年经验', '本科', '招1人']",01-06,五险一金 定期体检 节日福利 生日福利 包吃 带薪年假,少于50人,医疗设备/器械,民营公司
NLP算法工程师,武汉天喻信息产业股份有限公司,1-2万/月,"['武汉', '无需经验', '硕士', '招4人']",01-06,五险一金 绩效奖金 补充医疗保险 定期体检 免费午餐 年终奖金 免费班车 周末双休,1000-5000人,计算机软件,上市公司
NLP算法工程师,武汉天喻信息产业股份有限公司,1-2万/月,"['武汉', '无需经验', '硕士', '招4人']",01-06,五险一金 绩效奖金 补充医疗保险 定期体检 免费午餐 年终奖金 免费班车 周末双休,1000-5000人,计算机软件,上市公司
NLP算法工程师,武汉天喻信息产业股份有限公司,1-2万/月,"['武汉', '无需经验', '硕士', '招4人']",01-06,五险一金 绩效奖金 补充医疗保险 定期体检 免费午餐 年终奖金 免费班车 周末双休,1000-5000人,计算机软件,上市公司
NLP算法工程师,武汉天喻信息产业股份有限公司,1-2万/月,"['武汉', '无需经验', '硕士', '招4人']",01-06,五险一金 绩效奖金 补充医疗保险 定期体检 免费午餐 年终奖金 免费班车 周末双休,1000-5000人,计算机软件,上市公司
NLP算法工程师,武汉天喻信息产业股份有限公司,1-2万/月,"['武汉', '无需经验', '硕士', '招4人']",01-06,五险一金 绩效奖金 补充医疗保险 定期体检 免费午餐 年终奖金 免费班车 周末双休,1000-5000人,计算机软件,上市公司
NLP算法工程师,武汉天喻信息产业股份有限公司,1-2万/月,"['武汉', '无需经验', '硕士', '招4人']",01-06,五险一金 绩效奖金 补充医疗保险 定期体检 免费午餐 年终奖金 免费班车 周末双休,1000-5000人,计算机软件,上市公司
NLP算法工程师,武汉天喻信息产业股份有限公司,1-2万/月,"['武汉', '无需经验', '硕士', '招4人']",01-06,五险一金 绩效奖金 补充医疗保险 定期体检 免费午餐 年终奖金 免费班车 周末双休,1000-5000人,计算机软件,上市公司
NLP算法工程师,武汉天喻信息产业股份有限公司,1-2万/月,"['武汉', '无需经验', '硕士', '招4人']",01-06,五险一金 绩效奖金 补充医疗保险 定期体检 免费午餐 年终奖金 免费班车 周末双休,1000-5000人,计算机软件,上市公司
NLP算法工程师,苏州声通信息科技有限公司,1.3-1.8万/月,"['苏州-工业园区', '2年经验', '本科', '招1人']",01-06,五险一金 员工旅游 年终奖金 弹性工作 定期体检,少于50人,计算机软件,民营公司
NLP算法工程师,苏州声通信息科技有限公司,1.3-1.8万/月,"['苏州-工业园区', '2年经验', '本科', '招1人']",01-06,五险一金 员工旅游 年终奖金 弹性工作 定期体检,少于50人,计算机软件,民营公司
NLP算法工程师,苏州声通信息科技有限公司,1.3-1.8万/月,"['苏州-工业园区', '2年经验', '本科', '招1人']",01-06,五险一金 员工旅游 年终奖金 弹性工作 定期体检,少于50人,计算机软件,民营公司
NLP算法工程师,苏州声通信息科技有限公司,1.3-1.8万/月,"['苏州-工业园区', '2年经验', '本科', '招1人']",01-06,五险一金 员工旅游 年终奖金 弹性工作 定期体检,少于50人,计算机软件,民营公司
NLP算法工程师,苏州声通信息科技有限公司,1.3-1.8万/月,"['苏州-工业园区', '2年经验', '本科', '招1人']",01-06,五险一金 员工旅游 年终奖金 弹性工作 定期体检,少于50人,计算机软件,民营公司
NLP算法工程师,苏州声通信息科技有限公司,1.3-1.8万/月,"['苏州-工业园区', '2年经验', '本科', '招1人']",01-06,五险一金 员工旅游 年终奖金 弹性工作 定期体检,少于50人,计算机软件,民营公司
NLP算法工程师,苏州声通信息科技有限公司,1.3-1.8万/月,"['苏州-工业园区', '2年经验', '本科', '招1人']",01-06,五险一金 员工旅游 年终奖金 弹性工作 定期体检,少于50人,计算机软件,民营公司
NLP算法工程师,苏州声通信息科技有限公司,1.3-1.8万/月,"['苏州-工业园区', '2年经验', '本科', '招1人']",01-06,五险一金 员工旅游 年终奖金 弹性工作 定期体检,少于50人,计算机软件,民营公司
资深NLP算法工程师/专家,网易集团,3.5-7万/月,"['杭州-滨江区', '5-7年经验', '本科', '招1人']",01-06,,10000人以上,网络游戏,上市公司
